combined_name,group_id,artifact_id,latest_release,release_count,releases_with_cves,total_releases_cve_count,low_severity_count,moderate_severity_count,high_severity_count,critical_severity_count,unknown_severity_count
org.eclipse.jetty.ee10:jetty-ee10-servlets,org.eclipse.jetty.ee10,jetty-ee10-servlets,12.0.12,22,3,3,0,3,0,0,0
org.eclipse.edc:transfer-data-plane,org.eclipse.edc,transfer-data-plane,0.7.2,25,12,12,0,12,0,0,0
org.eclipse.hawkbit:hawkbit-parent,org.eclipse.hawkbit,hawkbit-parent,0.5.0,28,21,37,0,21,16,0,0
org.eclipse.hawkbit:hawkbit-update-server,org.eclipse.hawkbit,hawkbit-update-server,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.hawkbit:hawkbit-boot-starter,org.eclipse.hawkbit,hawkbit-boot-starter,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.jetty.http3:http3-common,org.eclipse.jetty.http3,http3-common,11.0.23,32,24,24,0,0,24,0,0
org.eclipse.jdt:org.eclipse.jdt.ui,org.eclipse.jdt,org.eclipse.jdt.ui,3.32.100,31,27,27,0,27,0,0,0
org.eclipse.jetty.http2:http2-server,org.eclipse.jetty.http2,http2-server,11.0.23,185,157,289,0,152,137,0,0
org.eclipse.hono:hono-core,org.eclipse.hono,hono-core,2.6.0,95,53,53,0,0,53,0,0
org.dspace:dspace-server-webapp,org.dspace,dspace-server-webapp,7.6.2,20,10,10,10,0,0,0,0
org.dspace:dspace-jspui,org.dspace,dspace-jspui,6.4,75,33,132,0,33,99,0,0
org.eclipse.hawkbit:hawkbit-boot-starter-mgmt-api,org.eclipse.hawkbit,hawkbit-boot-starter-mgmt-api,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.hawkbit:hawkbit-boot-starter-dmf-api,org.eclipse.hawkbit,hawkbit-boot-starter-dmf-api,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.jetty.http2:http2-common,org.eclipse.jetty.http2,http2-common,11.0.23,185,159,311,0,152,159,0,0
org.eclipse.jetty.http3:http3-qpack,org.eclipse.jetty.http3,http3-qpack,11.0.23,32,16,16,0,0,16,0,0
org.eclipse.jetty.http3:jetty-http3-common,org.eclipse.jetty.http3,jetty-http3-common,12.0.12,22,6,6,0,0,6,0,0
org.dspace:dspace-api,org.dspace,dspace-api,7.6.2,97,30,30,0,0,30,0,0
org.eclipse.edc:connector-core,org.eclipse.edc,connector-core,0.7.2,26,10,10,0,10,0,0,0
org.dojotoolkit:dojo,org.dojotoolkit,dojo,1.17.3,70,54,60,0,60,0,0,0
org.drools:drools-core,org.drools,drools-core,8.44.2.Final,242,192,437,0,192,63,182,0
org.eclipse.californium:californium-core,org.eclipse.californium,californium-core,3.12.1,82,33,33,0,0,33,0,0
org.dspace:dspace-xmlui,org.dspace,dspace-xmlui,6.4,75,70,80,0,33,47,0,0
org.eclipse.jetty.http2:http2-hpack,org.eclipse.jetty.http2,http2-hpack,11.0.23,185,150,150,0,0,150,0,0
org.dom4j:dom4j,org.dom4j,dom4j,2.1.4,9,9,20,0,9,5,6,0
org.eclipse.birt:org.eclipse.birt.report.viewer,org.eclipse.birt,org.eclipse.birt.report.viewer,4.9.0,1,1,1,0,0,1,0,0
org.eclipse.hawkbit:hawkbit-boot-starter-mgmt-ui,org.eclipse.hawkbit,hawkbit-boot-starter-mgmt-ui,0.4.1,25,14,14,0,0,14,0,0
org.eclipse.jetty.http2:jetty-http2-common,org.eclipse.jetty.http2,jetty-http2-common,12.0.12,22,6,8,0,2,6,0,0
org.eclipse.jetty.ee8:jetty-ee8-servlets,org.eclipse.jetty.ee8,jetty-ee8-servlets,12.0.12,22,3,3,0,3,0,0,0
org.eclipse.hawkbit:hawkbit-starters,org.eclipse.hawkbit,hawkbit-starters,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.ditto:ditto,org.eclipse.ditto,ditto,3.5.10,87,29,29,0,29,0,0,0
org.eclipse.hawkbit:hawkbit-boot-starter-ddi-api,org.eclipse.hawkbit,hawkbit-boot-starter-ddi-api,0.5.0,26,14,14,0,0,14,0,0
org.eclipse.jetty.http2:jetty-http2-server,org.eclipse.jetty.http2,jetty-http2-server,12.0.12,22,2,2,0,2,0,0,0
org.eclipse.hawkbit:hawkbit-autoconfigure,org.eclipse.hawkbit,hawkbit-autoconfigure,0.5.0,28,16,16,0,0,16,0,0
org.eclipse.hawkbit:hawkbit-ui,org.eclipse.hawkbit,hawkbit-ui,0.4.1,27,16,16,0,0,16,0,0
org.eclipse.californium:scandium,org.eclipse.californium,scandium,3.12.1,83,12,12,0,0,12,0,0
org.directwebremoting:dwr,org.directwebremoting,dwr,3.0.2-RELEASE,14,9,18,0,18,0,0,0
org.fusesource.hawtjni:hawtjni-runtime,org.fusesource.hawtjni,hawtjni-runtime,1.18,19,8,8,0,8,0,0,0
org.eclipse.jetty:jetty-openid,org.eclipse.jetty,jetty-openid,11.0.23,110,63,63,63,0,0,0,0
org.eclipse.xtext:org.eclipse.xtext,org.eclipse.xtext,org.eclipse.xtext,2.36.0,132,52,52,0,0,52,0,0
org.elasticsearch:elasticsearch,org.elasticsearch,elasticsearch,8.15.0,399,392,4616,273,3467,876,0,0
org.eclipse.milo:sdk-server,org.eclipse.milo,sdk-server,0.6.14,57,50,50,0,0,50,0,0
org.eclipse.platform:org.eclipse.platform,org.eclipse.platform,org.eclipse.platform,4.32.0,31,27,27,0,27,0,0,0
org.eclipse.parsson:parsson,org.eclipse.parsson,parsson,1.1.7,14,7,7,0,0,7,0,0
org.exist-db:exist-core,org.exist-db,exist-core,6.2.0,15,2,2,0,0,0,2,0
org.eclipse.paho:org.eclipse.paho.client.mqttv3,org.eclipse.paho,org.eclipse.paho.client.mqttv3,1.2.5,9,4,4,0,4,0,0,0
org.eclipse.jetty:jetty-http,org.eclipse.jetty,jetty-http,11.0.23,384,383,895,685,210,0,0,0
org.eclipse.platform:org.eclipse.ui.forms,org.eclipse.platform,org.eclipse.ui.forms,3.13.300,26,22,22,0,22,0,0,0
org.eclipse.rdf4j:rdf4j,org.eclipse.rdf4j,rdf4j,5.0.2,114,27,27,0,0,27,0,0
org.elasticsearch:elasticsearch-hadoop,org.elasticsearch,elasticsearch-hadoop,8.15.0,319,275,275,0,275,0,0,0
org.eclipse.platform:org.eclipse.ui.workbench,org.eclipse.platform,org.eclipse.ui.workbench,3.132.0,29,25,25,0,25,0,0,0
org.eclipse.jetty:jetty-xml,org.eclipse.jetty,jetty-xml,11.0.23,384,351,351,351,0,0,0,0
org.eclipse.rdf4j:rdf4j-runtime,org.eclipse.rdf4j,rdf4j-runtime,5.0.2,141,36,36,0,0,0,36,0
org.eclipse.xtend:org.eclipse.xtend.core,org.eclipse.xtend,org.eclipse.xtend.core,2.36.0,132,52,52,0,0,52,0,0
org.eclipse.lyo:lyo-parent,org.eclipse.lyo,lyo-parent,6.0.0.Alpha1,17,11,11,0,11,0,0,0
org.eclipse.leshan:leshan-core,org.eclipse.leshan,leshan-core,2.0.0-M15,57,53,53,0,53,0,0,0
org.eclipse.jgit:org.eclipse.jgit,org.eclipse.jgit,org.eclipse.jgit,6.10.0.202406032230-r,157,151,174,0,0,151,23,0
org.eclipse.platform:org.eclipse.jface,org.eclipse.platform,org.eclipse.jface,3.34.0,30,26,26,0,26,0,0,0
org.eclipse.jetty:jetty-deploy,org.eclipse.jetty,jetty-deploy,11.0.23,384,11,11,11,0,0,0,0
org.eclipse.jetty:jetty-webapp,org.eclipse.jetty,jetty-webapp,11.0.23,362,300,302,0,18,284,0,0
org.eclipse.vorto:org.eclipse.vorto.core,org.eclipse.vorto,org.eclipse.vorto.core,1.0.0,26,14,14,0,0,14,0,0
org.eclipse.platform:org.eclipse.ui.ide,org.eclipse.platform,org.eclipse.ui.ide,3.22.200,29,25,25,0,25,0,0,0
org.eclipse.milo:sdk-client,org.eclipse.milo,sdk-client,0.6.14,57,25,25,0,0,25,0,0
org.eclipse.parsson:project,org.eclipse.parsson,project,1.1.7,14,9,9,0,9,0,0,0
org.eclipse.jetty:jetty-servlets,org.eclipse.jetty,jetty-servlets,11.0.23,362,337,754,245,509,0,0,0
org.eclipse.platform:org.eclipse.core.runtime,org.eclipse.platform,org.eclipse.core.runtime,3.31.100,26,22,22,0,22,0,0,0
org.eclipse.jetty:jetty-server,org.eclipse.jetty,jetty-server,11.0.23,384,364,3422,624,1364,976,458,0
org.fitnesse:fitnesse,org.fitnesse,fitnesse,20240707,76,76,78,0,0,2,76,0
org.ff4j:ff4j-core,org.ff4j,ff4j-core,2.1,39,13,13,0,0,0,13,0
org.elasticsearch.client:elasticsearch-rest-client,org.elasticsearch.client,elasticsearch-rest-client,8.15.0,214,12,12,0,12,0,0,0
org.esigate:esigate-core,org.esigate,esigate-core,5.3,20,19,19,0,0,0,19,0
org.eclipse.platform:org.eclipse.urischeme,org.eclipse.platform,org.eclipse.urischeme,1.3.300,20,17,17,0,17,0,0,0
org.http4s:blaze-core_2.11,org.http4s,blaze-core_2.11,0.14.18,61,57,57,0,0,57,0,0
org.hornetq.rest:hornetq-rest,org.hornetq.rest,hornetq-rest,2.4.9.Final,49,48,48,0,48,0,0,0
org.graylog2:graylog2-server,org.graylog2,graylog2-server,5.2.10,290,274,1094,483,402,209,0,0
org.glassfish.main.admin:rest-service,org.glassfish.main.admin,rest-service,8.0.0-JDK17-M7,58,49,49,0,49,0,0,0
org.htmlunit:htmlunit,org.htmlunit,htmlunit,4.4.0,16,8,8,0,0,0,8,0
org.http4s:blaze-core_2.12,org.http4s,blaze-core_2.12,0.23.16,55,39,39,0,0,39,0,0
org.http4s:http4s-blaze-server_2.12,org.http4s,http4s-blaze-server_2.12,0.23.16,290,174,174,0,0,174,0,0
org.glassfish.jersey.core:jersey-common,org.glassfish.jersey.core,jersey-common,2.45,137,10,10,0,10,0,0,0
org.hl7.fhir.publisher:org.hl7.fhir.publisher,org.hl7.fhir.publisher,org.hl7.fhir.publisher,1.6.20,195,89,89,0,0,0,89,0
org.http4s:blaze-core_2.13,org.http4s,blaze-core_2.13,1.0.0-M40,34,10,10,0,0,10,0,0
org.hsqldb:hsqldb,org.hsqldb,hsqldb,2.7.3,25,22,22,0,0,0,22,0
org.hibernate:hibernate-validator,org.hibernate,hibernate-validator,9.0.0.Beta2,146,29,29,0,16,13,0,0
org.graniteds:granite-server-core,org.graniteds,granite-server-core,3.1.1.GA,10,10,10,0,0,10,0,0
org.grails:grails-databinding,org.grails,grails-databinding,6.2.0,165,141,172,0,141,0,31,0
org.glassfish.main.web:web,org.glassfish.main.web,web,8.0.0-JDK17-M7,58,19,19,0,19,0,0,0
org.graylog:graylog-parent,org.graylog,graylog-parent,5.2.10,209,79,79,0,0,79,0,0
org.igniterealtime.openfire:xmppserver,org.igniterealtime.openfire,xmppserver,4.2.0,1,1,5,0,2,3,0,0
org.http4s:http4s-blaze-server_2.13,org.http4s,http4s-blaze-server_2.13,1.0.0-M40,154,28,28,0,0,28,0,0
org.glassfish.main.web:web-core,org.glassfish.main.web,web-core,8.0.0-JDK17-M7,58,42,42,0,42,0,0,0
org.graniteds:granite-core,org.graniteds,granite-core,3.0.0.M3,23,23,23,0,0,23,0,0
org.http4s:http4s-async-http-client_2.12,org.http4s,http4s-async-http-client_2.12,0.23.12,284,165,165,165,0,0,0,0
org.glassfish:jakarta.faces,org.glassfish,jakarta.faces,4.1.1,32,1,1,0,1,0,0,0
org.glassfish:mojarra-parent,org.glassfish,mojarra-parent,4.1.1,27,5,5,0,0,5,0,0
org.hibernate.validator:hibernate-validator,org.hibernate.validator,hibernate-validator,9.0.0.Beta2,74,37,37,0,37,0,0,0
org.http4s:http4s-server_2.12,org.http4s,http4s-server_2.12,0.23.27,303,140,140,0,0,0,140,0
org.hjson:hjson,org.hjson,hjson,3.1.0,13,11,22,0,0,22,0,0
org.grails:grails-core,org.grails,grails-core,6.2.0,217,145,290,0,145,145,0,0
org.glassfish.main.orb:orb-connector,org.glassfish.main.orb,orb-connector,8.0.0-JDK17-M7,58,23,23,0,23,0,0,0
org.hibernate:hibernate-core,org.hibernate,hibernate-core,6.2.31.Final,366,218,427,0,210,217,0,0
org.hornetq:hornetq-server,org.hornetq,hornetq-server,2.4.9.Final,41,30,30,0,0,30,0,0
org.igniterealtime.openfire:parent,org.igniterealtime.openfire,parent,4.2.0,1,1,6,0,5,0,1,0
org.hudsonci.lib.guava:guava,org.hudsonci.lib.guava,guava,14.0.1-h-3,3,3,3,0,3,0,0,0
org.glassfish:javax.faces,org.glassfish,javax.faces,2.2.8-35,174,147,246,0,246,0,0,0
org.hswebframework.web:hsweb-commons,org.hswebframework.web,hsweb-commons,4.0.17,30,5,10,0,5,5,0,0
org.http4s:http4s-async-http-client_2.13,org.http4s,http4s-async-http-client_2.13,0.23.12,141,20,20,20,0,0,0,0
org.jbpm.jbpm5:jbpmmigration,org.jbpm.jbpm5,jbpmmigration,0.15,5,5,5,0,5,0,0,0
org.iq80.snappy:snappy,org.iq80.snappy,snappy,0.5,5,4,4,0,4,0,0,0
org.java-websocket:Java-WebSocket,org.java-websocket,Java-WebSocket,1.5.7,17,9,9,0,0,9,0,0
org.infinispan:infinispan-cachestore-sql,org.infinispan,infinispan-cachestore-sql,15.1.0.Dev03,86,63,63,63,0,0,0,0
org.jeecgframework.boot:jeecg-boot-base-core,org.jeecgframework.boot,jeecg-boot-base-core,3.0,1,1,5,0,1,0,4,0
org.infinispan:infinispan-cachestore-remote,org.infinispan,infinispan-cachestore-remote,15.1.0.Dev03,396,373,373,373,0,0,0,0
org.jasypt:jasypt,org.jasypt,jasypt,1.9.3,16,14,14,0,0,14,0,0
org.infinispan:infinispan-core,org.infinispan,infinispan-core,15.1.0.Dev03,397,374,1240,374,263,388,215,0
org.ini4j:ini4j,org.ini4j,ini4j,0.5.4,9,8,8,0,0,8,0,0
org.javadelight:delight-nashorn-sandbox,org.javadelight,delight-nashorn-sandbox,0.5.0,50,42,42,0,0,42,0,0
org.infinispan:infinispan-cachestore-jdbc-common,org.infinispan,infinispan-cachestore-jdbc-common,15.1.0.Dev03,86,63,63,63,0,0,0,0
org.jboss:jboss-ejb-client,org.jboss,jboss-ejb-client,5.0.7.Final,184,157,309,0,309,0,0,0
org.infinispan:infinispan-commons,org.infinispan,infinispan-commons,15.1.0.Dev03,331,308,308,308,0,0,0,0
org.jeecgframework.boot:jeecg-boot-base,org.jeecgframework.boot,jeecg-boot-base,3.0,1,1,4,0,1,0,3,0
org.jboss.resteasy:resteasy-netty4-cdi,org.jboss.resteasy,resteasy-netty4-cdi,7.0.0.Alpha3,178,178,178,0,178,0,0,0
org.jdom:jdom,org.jdom,jdom,2.0.2,6,6,6,0,0,6,0,0
org.jboss.resteasy:resteasy-undertow,org.jboss.resteasy,resteasy-undertow,7.0.0.Alpha3,181,170,170,0,170,0,0,0
org.jboss.remoting:jboss-remoting,org.jboss.remoting,jboss-remoting,5.0.29.Final,116,106,106,0,0,106,0,0
org.jboss.resteasy:resteasy-client-microprofile,org.jboss.resteasy,resteasy-client-microprofile,4.7.9.Final,101,51,51,0,51,0,0,0
org.jbpm:jbpm-bpmn2,org.jbpm,jbpm-bpmn2,7.74.1.Final,166,49,49,0,0,49,0,0
org.infinispan:infinispan-cachestore-jdbc,org.infinispan,infinispan-cachestore-jdbc,15.1.0.Dev03,396,373,373,373,0,0,0,0
org.infinispan:infinispan-server-rest,org.infinispan,infinispan-server-rest,15.1.0.Dev03,396,363,726,0,726,0,0,0
org.jeecgframework.boot:jeecg-boot-common,org.jeecgframework.boot,jeecg-boot-common,3.7.0,15,11,69,0,17,0,52,0
org.jboss.resteasy:resteasy-core,org.jboss.resteasy,resteasy-core,7.0.0.Alpha3,98,42,79,0,46,33,0,0
org.jboss.resteasy:resteasy-client,org.jboss.resteasy,resteasy-client,7.0.0.Alpha3,195,111,305,0,200,105,0,0
org.jboss.ironjacamar:ironjacamar-jdbc,org.jboss.ironjacamar,ironjacamar-jdbc,1.5.18.Final,155,18,18,0,18,0,0,0
org.jboss.resteasy:resteasy-yaml-provider,org.jboss.resteasy,resteasy-yaml-provider,3.15.6.Final,129,81,81,0,0,81,0,0
org.jboss.resteasy:resteasy-bom,org.jboss.resteasy,resteasy-bom,7.0.0.Alpha3,220,155,485,0,117,368,0,0
org.infinispan:infinispan-hotrod,org.infinispan,infinispan-hotrod,15.1.0.Dev03,58,35,35,35,0,0,0,0
org.jasig.cas:cas-client,org.jasig.cas,cas-client,3.1-M1,21,21,21,0,0,0,21,0
org.jboss.resteasy:resteasy-jaxrs,org.jboss.resteasy,resteasy-jaxrs,3.15.6.Final,134,67,125,0,58,67,0,0
org.jberet:jberet-core,org.jberet,jberet-core,3.0.0.Final,83,80,80,0,80,0,0,0
org.jboss.resteasy:resteasy-jaxb-provider,org.jboss.resteasy,resteasy-jaxb-provider,7.0.0.Alpha3,229,30,30,0,30,0,0,0
org.jboss.xnio:xnio-nio,org.jboss.xnio,xnio-nio,3.8.16.Final,153,21,21,0,21,0,0,0
org.jeecgframework.boot:jeecg-boot-parent,org.jeecgframework.boot,jeecg-boot-parent,3.5.1,1,1,4,0,0,2,2,0
org.jboss.weld:weld-core-bom,org.jboss.weld,weld-core-bom,5.1.3.Final,212,105,105,0,105,0,0,0
org.jboss.netty:netty,org.jboss.netty,netty,3.2.10.Final,39,39,351,0,156,156,39,0
org.infinispan:infinispan-server-core,org.infinispan,infinispan-server-core,15.1.0.Dev03,396,154,154,0,154,0,0,0
org.jboss.as:jboss-as-server,org.jboss.as,jboss-as-server,7.2.0.Final,17,13,13,0,0,13,0,0
org.jetbrains.kotlin:kotlin-stdlib,org.jetbrains.kotlin,kotlin-stdlib,2.0.20,233,172,320,0,320,0,0,0
org.infinispan.protostream:protostream,org.infinispan.protostream,protostream,5.0.8.Final,134,117,117,0,117,0,0,0
org.jboss.xnio:xnio-api,org.jboss.xnio,xnio-api,3.8.16.Final,153,150,150,0,0,150,0,0
org.infinispan:infinispan-client-hotrod,org.infinispan,infinispan-client-hotrod,15.1.0.Dev03,396,373,373,373,0,0,0,0
org.jboss.xnio:xnio-all,org.jboss.xnio,xnio-all,3.8.16.Final,137,128,128,0,0,128,0,0
org.jclouds.api:eucalyptus,org.jclouds.api,eucalyptus,1.5.10,51,51,51,0,51,0,0,0
org.jeasy:easy-rules-mvel,org.jeasy,easy-rules-mvel,4.1.0,6,1,1,0,0,1,0,0
org.jolokia:jolokia-core,org.jolokia,jolokia-core,1.7.2,33,28,33,0,16,17,0,0
org.jvnet.hudson.plugins:ircbot,org.jvnet.hudson.plugins,ircbot,2.9,16,16,16,16,0,0,0,0
org.jupiter-rpc:jupiter-rpc,org.jupiter-rpc,jupiter-rpc,1.3.1,38,38,38,0,0,0,38,0
org.jvnet.hudson.main:hudson-core,org.jvnet.hudson.main,hudson-core,2.2.1,344,344,344,0,0,0,344,0
org.keycloak:keycloak-core,org.keycloak,keycloak-core,25.0.4,178,177,6185,340,4475,1038,332,0
org.jvnet.hudson.plugins:ccm,org.jvnet.hudson.plugins,ccm,2.5,4,4,4,0,0,4,0,0
org.jvnet.hudson.plugins:ftppublisher,org.jvnet.hudson.plugins,ftppublisher,1.0,2,2,6,2,4,0,0,0
org.jvnet.hudson.plugins:perforce,org.jvnet.hudson.plugins,perforce,1.1.14,35,35,70,0,70,0,0,0
org.json:json,org.json,json,20240303,27,24,70,0,0,70,0,0
org.jvnet.hudson.plugins:clearcase-release,org.jvnet.hudson.plugins,clearcase-release,0.1,1,1,1,0,0,1,0,0
org.keycloak:keycloak-common,org.keycloak,keycloak-common,25.0.4,146,81,81,0,0,81,0,0
org.keycloak:keycloak-services,org.keycloak,keycloak-services,25.0.4,178,178,5777,953,2367,2169,288,0
org.kairosdb:kairosdb,org.kairosdb,kairosdb,1.3.0-1,10,9,9,0,9,0,0,0
org.keycloak:keycloak-authz-client,org.keycloak,keycloak-authz-client,25.0.4,127,53,53,0,0,53,0,0
org.keycloak:keycloak-oidc-client-adapter-pom,org.keycloak,keycloak-oidc-client-adapter-pom,25.0.4,136,93,93,93,0,0,0,0
org.keycloak:keycloak-parent,org.keycloak,keycloak-parent,25.0.4,178,163,2470,104,1194,1026,146,0
org.jsoup:jsoup,org.jsoup,jsoup,1.18.1,46,39,83,0,48,35,0,0
org.jodd:jodd-json,org.jodd,jodd-json,6.0.3,58,37,37,0,0,0,37,0
org.jpmml:pmml-model,org.jpmml,pmml-model,1.6.5,107,71,71,0,0,71,0,0
org.jvnet.hudson.plugins:dry,org.jvnet.hudson.plugins,dry,2.12,27,26,52,0,26,26,0,0
org.jvnet.hudson.plugins:monitoring,org.jvnet.hudson.plugins,monitoring,1.25.0,17,17,17,0,17,0,0,0
org.jvnet.hudson.plugins:ssh,org.jvnet.hudson.plugins,ssh,1.1,2,2,2,0,0,0,2,0
org.keycloak:keycloak-saml-adapter-core,org.keycloak,keycloak-saml-adapter-core,25.0.4,146,59,59,0,59,0,0,0
org.jvnet.hudson.plugins:analysis-core,org.jvnet.hudson.plugins,analysis-core,1.16,17,16,64,0,64,0,0,0
org.kie.server:kie-server-common,org.kie.server,kie-server-common,7.74.1.Final,98,35,35,0,0,0,35,0
org.jitsi:dnssecjava,org.jitsi,dnssecjava,2.0.0,7,7,14,0,14,0,0,0
org.jvnet.hudson.plugins:pmd,org.jvnet.hudson.plugins,pmd,3.12,46,46,46,0,0,46,0,0
org.jvnet.hudson.plugins:sitemonitor,org.jvnet.hudson.plugins,sitemonitor,0.1,1,1,2,0,2,0,0,0
org.jvnet.hudson.plugins:swarm-plugin,org.jvnet.hudson.plugins,swarm-plugin,1.4,5,5,5,0,5,0,0,0
org.jruby:jruby-stdlib,org.jruby,jruby-stdlib,9.4.8.0,125,73,511,0,219,219,73,0
org.jooby:jooby,org.jooby,jooby,1.6.9,70,70,134,0,134,0,0,0
org.keycloak:keycloak-model-infinispan,org.keycloak,keycloak-model-infinispan,25.0.4,136,82,143,0,0,143,0,0
org.jvnet.hudson.plugins:favorite,org.jvnet.hudson.plugins,favorite,1.5,6,6,18,0,12,6,0,0
org.jline:jline-parent,org.jline,jline-parent,3.26.3,44,38,38,0,38,0,0,0
org.jyaml:jyaml,org.jyaml,jyaml,1.3,2,2,2,0,0,0,2,0
org.keycloak:keycloak-model-jpa,org.keycloak,keycloak-model-jpa,25.0.4,178,148,251,0,0,251,0,0
org.jvnet.hudson.plugins:mstest,org.jvnet.hudson.plugins,mstest,0.6,6,5,5,0,0,0,5,0
org.jodd:jodd-http,org.jodd,jodd-http,6.3.0,83,33,33,0,0,33,0,0
org.keycloak:keycloak-saml-core,org.keycloak,keycloak-saml-core,25.0.4,159,159,555,0,0,555,0,0
org.jvnet.hudson.plugins.findbugs:library,org.jvnet.hudson.plugins.findbugs,library,2.0.0-hudson3a,4,4,4,0,0,4,0,0
org.jvnet.hudson.plugins:svn-release-mgr,org.jvnet.hudson.plugins,svn-release-mgr,1.2,5,5,5,0,5,0,0,0
org.jvnet.hudson.plugins:pwauth,org.jvnet.hudson.plugins,pwauth,0.4,1,1,1,0,1,0,0,0
org.jvnet.hudson.plugins:speaks,org.jvnet.hudson.plugins,speaks,0.1.1,2,2,2,0,0,2,0,0
org.jvnet.hudson.plugins:locked-files-report,org.jvnet.hudson.plugins,locked-files-report,1.3,3,3,3,0,0,3,0,0
org.keycloak:keycloak-server-spi-private,org.keycloak,keycloak-server-spi-private,25.0.4,118,93,150,93,57,0,0,0
org.jruby:jruby,org.jruby,jruby,9.4.8.0,173,67,67,0,67,0,0,0
org.jvnet.hudson.plugins:instant-messaging,org.jvnet.hudson.plugins,instant-messaging,1.13,14,14,14,0,14,0,0,0
org.jvnet.hudson.plugins:bugzilla,org.jvnet.hudson.plugins,bugzilla,1.4,5,5,5,5,0,0,0,0
org.jvnet.hudson.plugins:findbugs,org.jvnet.hudson.plugins,findbugs,4.19,59,59,59,0,59,0,0,0
org.jgroups:jgroups,org.jgroups,jgroups,4.2.30.Final,276,130,170,0,40,0,130,0
org.keycloak:keycloak-ldap-federation,org.keycloak,keycloak-ldap-federation,25.0.4,168,164,314,314,0,0,0,0
org.jvnet.hudson.plugins:checkstyle,org.jvnet.hudson.plugins,checkstyle,3.12,47,47,47,0,0,47,0,0
org.jvnet.hudson.plugins:japex,org.jvnet.hudson.plugins,japex,1.6,4,4,4,0,0,4,0,0
org.jvnet.hudson.plugins:warnings,org.jvnet.hudson.plugins,warnings,3.13,59,59,177,0,0,177,0,0
org.jvnet.hudson.plugins:jabber,org.jvnet.hudson.plugins,jabber,1.13,23,23,23,0,23,0,0,0
org.jvnet.hudson.plugins:groovy-postbuild,org.jvnet.hudson.plugins,groovy-postbuild,1.3,2,2,2,0,2,0,0,0
org.mapfish.print:print-servlet,org.mapfish.print,print-servlet,3.22.0,55,55,102,55,0,0,47,0
org.kohsuke.stapler:stapler-parent,org.kohsuke.stapler,stapler-parent,1.263,109,103,297,0,297,0,0,0
org.kohsuke:libpam4j,org.kohsuke,libpam4j,1.11,7,5,5,0,5,0,0,0
org.kordamp.json:json-lib-core,org.kordamp.json,json-lib-core,3.0.3,3,3,3,0,3,0,0,0
org.mitre:openid-connect-server,org.mitre,openid-connect-server,1.3.4,63,62,124,0,62,62,0,0
org.mindrot:jbcrypt,org.mindrot,jbcrypt,0.4,2,1,1,0,1,0,0,0
org.matrix.android:matrix-android-sdk2,org.matrix.android,matrix-android-sdk2,1.6.10,37,24,50,0,2,48,0,0
org.mitre:openid-connect-parent,org.mitre,openid-connect-parent,1.3.4,63,62,62,0,0,0,62,0
org.mock-server:mockserver,org.mock-server,mockserver,5.15.0,96,90,90,0,90,0,0,0
org.liquibase:liquibase-core,org.liquibase,liquibase-core,4.29.1,132,101,101,0,0,0,101,0
org.mapfish.print:print-standalone,org.mapfish.print,print-standalone,3.22.0,17,17,26,17,0,0,9,0
org.mapfish.print:print-lib,org.mapfish.print,print-lib,3.22.0,55,55,102,55,0,0,47,0
org.neo4j:neo4j-cypher,org.neo4j,neo4j-cypher,5.23.0,416,19,19,0,19,0,0,0
org.neo4j:neo4j-enterprise,org.neo4j,neo4j-enterprise,3.4.18,250,8,8,0,0,0,8,0
org.nanohttpd:nanohttpd-nanolets,org.nanohttpd,nanohttpd-nanolets,2.3.1,3,3,3,0,3,0,0,0
org.mvel:mvel2,org.mvel,mvel2,2.5.2.Final,97,1,1,0,1,0,0,0
org.neo4j:neo4j,org.neo4j,neo4j,5.23.0,432,263,263,0,0,0,263,0
org.mybatis:mybatis,org.mybatis,mybatis,3.5.16,44,33,33,0,0,33,0,0
org.mongodb:mongodb-driver,org.mongodb,mongodb-driver,3.12.14,74,11,11,0,11,0,0,0
org.noear:solon,org.noear,solon,2.9.1,797,704,1315,0,0,0,1315,0
org.odpi.egeria:egeria-connector-xtdb,org.odpi.egeria,egeria-connector-xtdb,4.0,10,3,3,0,3,0,0,0
org.neo4j:neo4j-kernel,org.neo4j,neo4j-kernel,5.23.0,432,8,8,0,0,8,0,0
org.mortbay.jetty:jetty-webapp,org.mortbay.jetty,jetty-webapp,7.0.0.pre5,2,2,2,0,0,2,0,0
org.mongodb:mongodb-driver-sync,org.mongodb,mongodb-driver-sync,4.11.3,106,20,20,0,20,0,0,0
org.odata4j:odata4j-dist,org.odata4j,odata4j-dist,0.7.0,2,2,4,0,0,0,4,0
org.ngrinder:ngrinder-core,org.ngrinder,ngrinder-core,3.5.9-p1,10,8,8,0,0,0,8,0
org.mortbay.jetty:jetty,org.mortbay.jetty,jetty,6.1.26,111,102,449,0,306,143,0,0
org.mule.runtime:mule,org.mule.runtime,mule,4.1.1,3,3,3,0,0,3,0,0
org.netbeans.html:pom,org.netbeans.html,pom,1.8.1,27,22,22,0,0,22,0,0
