group,name,version,github_url,stars,forks,open_issues,contributors,watchers,downloads,dependencies,license,documentation,test_code,build_status,vulnerabilities,badges,website,releases,closed_issues,commit_frequency,usage
io.ratpack,ratpack-session,0.9.0,https://github.com/ratpack/ratpack,1939,396,216,170,109,0,0,Other,N/A,N/A,N/A,0,N/A,https://ratpack.io,69,1505,0,N/A
io.quarkus,quarkus-project,3.1.0.Final,https://github.com/quarkusio/quarkus,13642,2645,2581,1175,260,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://quarkus.io,336,38739,0,N/A
io.strimzi,strimzi,0.9.0,https://github.com/strimzi/strimzi-kafka-operator,4793,1278,109,270,98,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://strimzi.io/,141,8428,0,N/A
io.socket,socket.io-client,0.6.1,https://github.com/socketio/socket.io-client-java,5328,974,113,24,190,0,0,Other,N/A,N/A,N/A,0,N/A,https://socketio.github.io/socket.io-client-java/installation.html,6,655,0,N/A
io.vertx,vertx-core,4.4.5,https://github.com/eclipse/vert.x.git,14265,2075,320,262,529,0,0,Other,N/A,N/A,N/A,0,N/A,http://vertx.io,0,5009,0,N/A
io.whitesource,curekit,1.0.1,https://github.com/whitesource/curekit/,8,8,0,6,7,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://cure.whitesource.io,7,17,0,N/A
io.undertow,undertow-parent,1.0.0.Alpha1,https://github.com/undertow-io/undertow,3590,999,68,222,196,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,undertow.io,7,1610,0,N/A
junit,junit,4.7,http://github.com/KentBeck/junit/tree/master,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
ml.combust.mleap,mleap-runtime_2.12,0.14.0,https://github.com/combust/mleap.git,1502,310,112,86,66,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://combust.github.io/mleap-docs/,5,762,0,N/A
ml.shifu,shifu,0.10.0,https://github.com/shifuml/shifu.git,251,109,238,42,42,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://github.com/ShifuML/shifu/wiki,2,545,0,N/A
net.bramp.ffmpeg,ffmpeg,0.1,https://github.com/bramp/ffmpeg-cli-wrapper,1688,413,49,34,61,0,0,"BSD 2-Clause ""Simplified"" License",N/A,N/A,N/A,0,N/A,,0,305,0,N/A
net.mingsoft,ms-basic,1.0.0,https://github.com/ming-soft/ms-basic,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
net.opentsdb,opentsdb,2.2.0RC1,https://github.com/OpenTSDB/opentsdb,4995,1252,534,175,335,0,0,GNU Lesser General Public License v2.1,N/A,N/A,N/A,0,N/A,http://opentsdb.net,26,1761,0,N/A
net.mingsoft,ms-mcms,4.6.3-SNAPSHOTS,https://github.com/ming-soft/mcms,1489,662,39,41,107,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://www.mingsoft.net,2,60,0,N/A
net.pwall.json,jsonutil,2.0,https://github.com/pwall567/jsonutil.git,3,0,0,4,2,0,0,MIT License,N/A,N/A,N/A,0,N/A,,0,2,0,N/A
net.sf.sojo,sojo,1.0.5,http://github.com/maddingo/sojo,2,6,4,8,3,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://sojo.sourceforge.net/,0,13,0,N/A
net.sourceforge.plantuml,plantuml-mit,1.2023.7,https://github.com/plantuml/plantuml,10399,944,466,89,155,0,0,Other,N/A,N/A,N/A,0,N/A,https://plantuml.com,45,1292,0,N/A
net.snowflake,snowflake-jdbc,2.8.0,http://github.com/snowflakedb/snowflake-jdbc/tree/master,173,164,56,108,22,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,92,1830,0,N/A
nl.basjes.parse.useragent,yauaa-beam-sql,7.0.0,https://github.com/nielsbasjes/yauaa,767,132,10,21,38,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://yauaa.basjes.nl,60,1540,0,N/A
org.apache.atlas,apache-atlas,1.0.0-alpha,https://github.com/apache/atlas.git,1821,841,77,212,74,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,169,0,N/A
org.apache.ambari,ambari,1.7.0.0,https://github.com/apache/ambari,2148,1678,126,273,204,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://ambari.apache.org,0,3691,0,N/A
org.apache.archiva,archiva,2.2.0,https://github.com/apache/archiva,326,118,34,49,37,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://archiva.apache.org,5,100,0,N/A
org.apache.druid,druid,0.13.0-incubating,https://github.com/apache/incubator-druid.git,13443,3691,802,685,585,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://druid.apache.org/,61,16428,0,N/A
org.apache.druid,druid,0.17.0,https://github.com/apache/druid.git,13443,3691,802,685,585,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://druid.apache.org/,61,16428,0,N/A
org.apache.dubbo,dubbo-parent,2.7.0,https://github.com/apache/incubator-dubbo,40409,26413,852,633,3053,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://dubbo.apache.org/,105,13629,0,N/A
org.apache.eventmesh,eventmesh-connector-rabbitmq,1.7.0-release,https://github.com/apache/incubator-eventmesh,1602,638,231,380,66,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://eventmesh.apache.org/,12,4886,0,N/A
org.apache.dolphinscheduler,dolphinscheduler,1.2.0,https://github.com/apache/incubator-dolphinscheduler,12740,4585,292,600,330,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://dolphinscheduler.apache.org/,52,15521,0,N/A
org.apache.dolphinscheduler,dolphinscheduler,3.0.0,https://github.com/apache/dolphinscheduler,12740,4585,292,600,330,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://dolphinscheduler.apache.org/,52,15521,0,N/A
org.apache.inlong,inlong,1.1.0-incubating,https://github.com/apache/incubator-inlong,1375,533,176,186,69,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://inlong.apache.org/,15,11062,0,N/A
org.apache.inlong,inlong,1.4.0,https://github.com/apache/inlong,1375,533,176,186,69,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://inlong.apache.org/,15,11062,0,N/A
org.apache.heron,heron-simulator,0.20.1-incubating-rc2,https://github.com/apache/incubator-heron.git,3645,597,410,145,283,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://heron.apache.org/,56,3417,0,N/A
org.apache.guacamole,guacamole-common,0.9.10-incubating,https://github.com/apache/incubator-guacamole-client,1391,702,42,112,85,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,979,0,N/A
org.apache.linkis,linkis,1.0.3,https://github.com/apache/incubator-linkis,3298,1164,166,195,263,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://linkis.apache.org/,31,4921,0,N/A
org.apache.iotdb,iotdb-parent,0.8.0,https://github.com/apache/incubator-iotdb,5557,999,451,298,125,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://iotdb.apache.org/,37,13020,0,N/A
org.apache.seatunnel,seatunnel-web,1.0.0,https://github.com/apache/seatunnel-web,520,253,20,145,23,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://seatunnel.apache.org/,0,204,0,N/A
org.apache.pulsar,pulsar,1.19.0-incubating,https://github.com/apache/incubator-pulsar,14159,3569,1413,711,405,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://pulsar.apache.org/,92,21284,0,N/A
org.apache.openmeetings,openmeetings-parent,4.0.0,https://github.com/apache/openmeetings/tree/4.0.0RC2,633,259,8,22,61,0,0,Other,N/A,N/A,N/A,0,N/A,,10,186,0,N/A
org.apache.rocketmq,rocketmq-all,4.5.2,https://github.com/apache/rocketmq.git,21136,11646,430,647,872,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://rocketmq.apache.org/,20,7972,0,N/A
org.apache.servicecomb,java-chassis,1.0.0,https://github.com/apache/incubator-servicecomb-java-chassis,1904,810,146,153,135,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,90,4406,0,N/A
org.apache.shenyu,shenyu,2.4.0,https://github.com/apache/incubator-shenyu,8425,2923,166,405,299,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://shenyu.apache.org/,10,5506,0,N/A
org.apache.streampipes,streampipes-parent,0.66.0,https://github.com/apache/incubator-streampipes,598,176,162,94,27,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://streampipes.apache.org,18,2968,0,N/A
org.apache.shardingsphere,shardingsphere,4.0.0-RC3,https://github.com/apache/incubator-shardingsphere.git,19828,6711,470,701,1005,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,56,32392,0,N/A
org.bedework,bw-webdav,4.0.1,https://github.com/Bedework/bw-webdav,4,5,0,7,11,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,2,0,N/A
org.bouncycastle,bctls-jdk15to18,1.63,https://github.com/bcgit/bc-java,2293,1133,312,140,134,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://www.bouncycastle.org/java.html,0,1465,0,N/A
org.boofcv,boofcv-core,0.27,https://github.com/lessthanoptimal/BoofCV,1072,257,48,24,68,0,0,N/A,N/A,N/A,N/A,0,N/A,http://boofcv.org,12,383,0,N/A
org.biscuitsec,biscuit,3.0.0,https://github.com/biscuit-auth/biscuit-java.git,29,13,21,11,6,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://biscuitsec.org/,23,86,0,N/A
org.bonitasoft.console,bonita-web-server,9.0.0,http://github.com/bonitasoft/bonita-engine,152,84,1,38,56,0,0,GNU Lesser General Public License v2.1,N/A,N/A,N/A,0,N/A,,0,282,0,N/A
org.bedework.caleng,bw-calendar-engine,3.12.0,https://github.com/Bedework/bw-calendar-engine,11,8,3,4,10,0,0,N/A,N/A,N/A,N/A,0,N/A,,0,7,0,N/A
org.checkerframework.annotatedlib,commons-io,2.6,https://github.com/typetools/commons-io.git,1,1,1,79,6,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,42,0,N/A
org.clojure,clojure,1.7.0,https://github.com/clojure/clojure.git,10452,1462,0,197,681,0,0,N/A,N/A,N/A,N/A,0,N/A,https://clojure.org,0,96,0,N/A
org.codehaus.groovy,groovy,2.0.0,https://github.com/groovy/groovy-core.git,1485,432,10,183,126,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,0,677,0,N/A
org.cloudfoundry.identity,cloudfoundry-identity-server,3.0.0,https://github.com/cloudfoundry/uaa,1581,827,35,259,163,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,271,3031,0,N/A
org.codelibs.fess,fess,10.3.0-beta1,https://github.com/codelibs/fess,990,167,29,45,64,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://fess.codelibs.org,166,2809,0,N/A
org.cyclonedx,cyclonedx-core-java,2.1.0,https://github.com/CycloneDX/cyclonedx-core-java.git,81,60,39,34,9,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://cyclonedx.org/,3,485,0,N/A
org.dom4j,dom4j,2.0.0-RC1,https://github.com/dom4j/dom4j.git,910,241,84,10,60,0,0,Other,N/A,N/A,N/A,0,N/A,https://dom4j.github.io,13,102,0,N/A
org.eclipse.edc,transfer-data-plane,0.5.0,https://github.com/eclipse-edc/Connector.git,271,232,31,81,20,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,30,4063,0,N/A
org.eclipse.parsson,project,1.0.0,https://github.com/eclipse-ee4j/parsson,10,20,30,9,16,0,0,Other,N/A,N/A,N/A,0,N/A,,12,99,0,N/A
org.eclipse.ditto,ditto,3.0.0,https://github.com/eclipse/ditto.git,676,220,82,82,34,0,0,Eclipse Public License 2.0,N/A,N/A,N/A,0,N/A,https://eclipse.dev/ditto/,76,1898,0,N/A
org.eclipse.lyo,lyo-parent,4.0.0.RC,https://github.com/eclipse/lyo,14,16,152,47,7,0,0,Eclipse Public License 2.0,N/A,N/A,N/A,0,N/A,https://oslc.github.io/developing-oslc-applications/eclipse_lyo/eclipse-lyo.html,16,475,0,N/A
org.elasticsearch,elasticsearch-hadoop,0.8.0,http://github.com/elasticsearch/elasticsearch,69734,24678,4690,2213,2677,0,0,Other,N/A,N/A,N/A,0,N/A,https://www.elastic.co/products/elasticsearch,156,109137,0,N/A
org.eclipse.rdf4j,rdf4j,2.0M1,https://github.com/eclipse/rdf4j,361,163,327,102,24,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,https://rdf4j.org/,102,4542,0,N/A
org.elasticsearch,elasticsearch,7.0.0,https://github.com/elastic/elasticsearch.git,69734,24678,4690,2213,2677,0,0,Other,N/A,N/A,N/A,0,N/A,https://www.elastic.co/products/elasticsearch,156,109137,0,N/A
org.graylog,graylog-parent,2.2.0-alpha.1,https://github.com/Graylog2/graylog2-server,7351,1057,1788,179,241,0,0,Other,N/A,N/A,N/A,0,N/A,https://www.graylog.org,0,18749,0,N/A
org.http4s,http4s-async-http-client_2.13,0.21.0-M1,https://github.com/http4s/http4s,2549,788,328,472,72,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://http4s.org/,234,7043,0,N/A
org.htmlunit,htmlunit,3.0.0,https://github.com/HtmlUnit/htmlunit,867,172,149,49,24,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.htmlunit.org,60,724,0,N/A
org.http4s,blaze-core_2.13,0.14.5,https://github.com/http4s/blaze,350,63,90,138,25,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,23,810,0,N/A
org.hjson,hjson,1.0.0,https://github.com/laktak/hjson-java,159,24,6,7,12,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://hjson.github.io/,4,32,0,N/A
org.iq80.snappy,snappy,0.1,http://github.com/dain/snapy/tree/master,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
org.jbpm.jbpm5,jbpmmigration,0.11,https://github.com/dr oolsjbpm/jbpmmigration,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
org.java-websocket,Java-WebSocket,1.3.0,https://github.com/TooTallNate/Java-WebSocket.git,10481,2577,45,101,382,0,0,MIT License,N/A,N/A,N/A,0,N/A,http://tootallnate.github.io/Java-WebSocket,18,1387,0,N/A
org.javadelight,delight-nashorn-sandbox,0.0.8,https://github.com/javadelight/delight-nashorn-sandbox,268,81,53,33,18,0,0,Other,N/A,N/A,N/A,0,N/A,,16,108,0,N/A
org.jodd,jodd-http,5.0.0,https://github.com/oblac/jodd,4064,722,3,70,263,0,0,"BSD 2-Clause ""Simplified"" License",N/A,N/A,N/A,0,N/A,https://jodd.org,37,780,0,N/A
org.jline,jline-parent,3.2.0,http://github.com/jline/jline3,1474,216,28,116,44,0,0,Other,N/A,N/A,N/A,0,N/A,,11,1057,0,N/A
org.jetbrains.kotlin,kotlin-stdlib,0.0.1-test-deploy,https://github.com/JetBrains/kotlin.git,48984,5724,183,1007,1497,0,0,N/A,N/A,N/A,N/A,0,N/A,https://kotlinlang.org,237,5147,0,N/A
org.jitsi,dnssecjava,1.0,https://github.com/ibauersachs/dnssecjava,43,15,0,5,21,0,0,Other,N/A,N/A,N/A,0,N/A,,2,26,0,N/A
org.jeasy,easy-rules-mvel,4.1.0,https://github.com/j-easy/easy-rules.git,4882,1054,86,35,227,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://github.com/j-easy/easy-rules/wiki,10,344,0,N/A
org.keycloak,keycloak-parent,1.0-alpha-1-12062013,http://github.com/keycloak/keycloak/tree/master/,22666,6656,1911,1468,375,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.keycloak.org,64,26977,0,N/A
org.keycloak,keycloak-parent,9.0.0,https://github.com/keycloak/keycloak/tree/master/,22666,6656,1911,1468,375,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.keycloak.org,64,26977,0,N/A
org.jsoup,jsoup,0.2.1b,http://github.com/jhy/jsoup,10897,2175,61,127,393,0,0,MIT License,N/A,N/A,N/A,0,N/A,https://jsoup.org,14,2106,0,N/A
org.mitre,openid-connect-parent,0.9.0,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server.git,1480,766,266,90,121,0,0,Other,N/A,N/A,N/A,0,N/A,,0,1331,0,N/A
org.matrix.android,matrix-android-sdk2,0.0.2,https://github.com/matrix-org/matrix-android-sdk2,189,48,0,4,18,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,52,9,0,N/A
org.mongodb,mongodb-driver,3.11.0,https://github.com/mongodb/mongo-java-driver,2609,1478,17,225,218,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.mongodb.com/docs/drivers/java/sync/current/,145,1506,0,N/A
org.mock-server,mockserver,1.2,https://github.com/jamesdbloom/mockservice.git,4584,1073,265,124,125,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://mock-server.com,0,1646,0,N/A
org.mule.runtime,mule,4.0.0-BETA.4,https://github.com/mulesoft/mule,437,679,44,207,363,0,0,Other,N/A,N/A,N/A,0,N/A,,0,13845,0,N/A
org.neo4j,neo4j-enterprise,3.4.0,https://github.com/neo4j/neo4j,13206,2378,315,360,523,0,0,GNU General Public License v3.0,N/A,N/A,N/A,0,N/A,http://neo4j.com,72,13118,0,N/A
org.noear,solon,1.0.1,https://github.com/noear/solon,2247,222,17,95,34,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://solon.noear.org,131,272,0,N/A
org.ngrinder,ngrinder-core,3.5.2,https://github.com/naver/ngrinder,2001,477,121,60,121,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,naver.github.io/ngrinder,18,758,0,N/A
org.neo4j.procedure,apoc-core,5.0.0,http://github.com/neo4j/apoc,88,27,125,164,43,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,33,534,0,N/A
org.neo4j.procedure,apoc,1.0.0-RC1,https://github.com/neo4j-contrib/neo4j-apoc-procedures,1701,494,151,151,74,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://neo4j.com/labs/apoc,177,4026,0,N/A
org.openapitools,openapi-generator-project,3.0.0,https://github.com/openapitools/openapi-generator,21488,6504,4896,3274,220,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://openapi-generator.tech,66,14799,0,N/A
org.opencastproject,base,6.6,https://github.com/opencast/opencast/,390,231,289,263,37,0,0,Educational Community License v2.0,N/A,N/A,N/A,0,N/A,https://opencast.org,144,5907,0,N/A
org.opencrx,opencrx-core-config,4.3.0,https://github.com/opencrx/opencrx/tree/master,64,31,0,3,14,0,0,N/A,N/A,N/A,N/A,0,N/A,,14,107,0,N/A
org.opencms,opencms-core,8.0.3,https://github.com/alkacon/opencms-core.git,525,576,2,100,98,0,0,GNU Lesser General Public License v2.1,N/A,N/A,N/A,0,N/A,http://www.opencms.org,31,805,0,N/A
org.openrefine,main,3.6-beta1,http://github.com/OpenRefine/OpenRefine,10820,1947,664,371,471,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,https://openrefine.org/,60,6179,0,N/A
org.opensearch.plugin,opensearch-security,2.1.0.0,https://github.com/opensearch-project/security.git,191,272,256,160,26,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://opensearch.org/docs/latest/security-plugin/index/,62,4439,0,N/A
org.opennms,opennms,31.0.3,https://github.com/OpenNMS/opennms,955,576,56,271,92,0,0,Other,N/A,N/A,N/A,0,N/A,http://www.opennms.org/,121,7397,0,N/A
org.postgresql,postgresql,9.2-1002-jdbc4,https://github.com/pgjdbc/pgjdbc.git,1487,847,533,317,92,0,0,"BSD 2-Clause ""Simplified"" License",N/A,N/A,N/A,0,N/A,http://jdbc.postgresql.org,58,2763,0,N/A
org.opensearch,opensearch,1.0.0,https://github.com/opensearch-project/OpenSearch.git,9622,1765,1886,1981,142,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://opensearch.org/docs/latest/opensearch/index/,48,13819,0,N/A
org.postgresql,postgresql,9.4.1212.jre7,https://github.com/pgjdbc/pgjdbc-jre7,2,6,1,6,10,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",N/A,N/A,N/A,0,N/A,,0,9,0,N/A
org.owasp,dependency-check-ant,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/main/ant,6344,1267,562,337,176,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://owasp.org/www-project-dependency-check/,75,6439,0,N/A
org.owasp,dependency-check-cli,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/main/cli,6344,1267,562,337,176,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://owasp.org/www-project-dependency-check/,75,6439,0,N/A
org.owasp,csrfguard,3.0.0,https://github.com/esheri3/OWASP-CSRFGuard,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,N/A,N/A,0,0,0,N/A
org.powernukkit,powernukkit,1.1.1.0-PN,https://github.com/PowerNukkit/PowerNukkit,237,61,273,207,20,0,0,GNU General Public License v3.0,N/A,N/A,N/A,0,N/A,,26,1127,0,N/A
org.postgresql,pgjdbc-aggregate,9.4.1207,https://github.com/pgjdbc/pgjdbc,1487,847,533,317,92,0,0,"BSD 2-Clause ""Simplified"" License",N/A,N/A,N/A,0,N/A,http://jdbc.postgresql.org,58,2763,0,N/A
org.owasp,dependency-check-maven,9.0.0,https://github.com/jeremylong/DependencyCheck/tree/master/maven,6344,1267,562,337,176,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://owasp.org/www-project-dependency-check/,75,6439,0,N/A
org.rundeck,rundeck,4.13.0-20230515,https://github.com/rundeck/rundeck,5517,915,716,259,203,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://rundeck.org,95,8636,0,N/A
org.rundeck,rundeck-core,1.4.4,https://github.com/dtolabs/rundeck,5517,915,716,259,203,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://rundeck.org,95,8636,0,N/A
org.scala-sbt,sbt,0.99.2,https://github.com/sbt/sbt,4797,935,825,416,170,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://scala-sbt.org,134,6728,0,N/A
org.scala-sbt,io_3,1.6.0-M2,https://github.com/sbt/io,40,47,16,44,10,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,63,356,0,N/A
org.scala-lang,scala-library,2.13.0,https://github.com/scala/scala.git,14325,3119,23,705,718,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://www.scala-lang.org/,76,10784,0,N/A
org.springframework.boot,spring-boot-starter-webflux,2.0.0.RELEASE,http://github.com/spring-projects/spring-boot/spring-boot-starters/spring-boot-starter-webflux,74767,40589,528,1392,3356,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-boot,286,41474,0,N/A
org.springframework.boot,spring-boot-loader-classic,3.2.0,https://github.com/spring-projects/spring-boot,74767,40589,528,1392,3356,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-boot,286,41474,0,N/A
org.sonatype.nexus.ci,nexus-jenkins-plugin,1.2.20170404-163441.794de4c,https://github.com/jenkinsci/nexus-platform-plugin,30,56,0,1,14,0,0,N/A,N/A,N/A,N/A,0,N/A,,40,312,0,N/A
org.springframework.batch,spring-batch-core,4.0.0.RELEASE,https://github.com/spring-projects/spring-batch,2704,2337,309,237,237,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://projects.spring.io/spring-batch/,47,4322,0,N/A
org.springframework.boot,spring-boot-actuator-autoconfigure,2.0.0.RELEASE,http://github.com/spring-projects/spring-boot/spring-boot-actuator-autoconfigure,74767,40589,528,1392,3356,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-boot,286,41474,0,N/A
org.soot-oss,soot,4.1.0,https://github.com/soot-oss/soot,2870,706,429,200,101,0,0,GNU Lesser General Public License v2.1,N/A,N/A,N/A,0,N/A,,2,1652,0,N/A
org.springframework.amqp,spring-amqp,2.2.0.RELEASE,https://github.com/spring-projects/spring-amqp,809,621,30,138,58,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-amqp,148,2788,0,N/A
org.springframework.integration,spring-integration-core,4.3.0.RELEASE,https://github.com/spring-projects/spring-integration,1538,1105,127,300,138,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://projects.spring.io/spring-integration/,174,9361,0,N/A
org.springframework,spring-framework-bom,4.0.0.RELEASE,https://github.com/SpringSource/spring-framework,56352,38028,264,1079,3331,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-framework,312,30521,0,N/A
org.springframework,spring-webflux,5.0.0.RELEASE,https://github.com/spring-projects/spring-framework,56352,38028,264,1079,3331,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-framework,312,30521,0,N/A
org.springframework.integration,spring-integration-zip,1.0.0.RELEASE,https://github.com/spring-projects/spring-integration-extensions,280,266,7,48,50,0,0,N/A,N/A,N/A,N/A,0,N/A,http://www.springintegration.org/,0,253,0,N/A
org.testng,testng,6.13,http://github.com/cbeust/testng,1981,1017,272,268,180,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://testng.org,10,2892,0,N/A
org.springframework.security,spring-security-oauth2-authorization-server,0.2.0,https://github.com/spring-projects/spring-security,8752,5876,929,879,427,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://spring.io/projects/spring-security,193,14902,0,N/A
org.springframework.data,spring-data-rest-core,1.0.0.RELEASE,http://github.com/SpringSource/spring-data-rest,914,561,789,84,117,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-data-rest,135,1620,0,N/A
org.springframework.session,spring-session-core,3.0.0,https://github.com/spring-projects/spring-session,1859,1113,181,102,150,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-session,80,3032,0,N/A
org.springframework.cloud,spring-cloud-function-context,1.0.0.RELEASE,https://github.com/spring-cloud/spring-cloud-build/spring-cloud-function-parent/spring-cloud-function-context,191,284,23,41,35,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,6,328,0,N/A
org.springframework.hateoas,spring-hateoas,0.1.0.RELEASE,https://github.com/SpringSource/spring-hateoas,1032,477,262,79,103,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-hateoas,82,1948,0,N/A
org.springframework.credhub,spring-credhub-core,1.0.0.RELEASE,https://github.com/spring-projects/spring-credhub,27,43,2,15,10,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,,26,314,0,N/A
org.springframework.cloud,spring-cloud-gateway,1.0.0.RELEASE,https://github.com/spring-cloud-incubator/spring-cloud-gateway,4510,3313,438,240,215,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://cloud.spring.io,17,3075,0,N/A
org.springframework.cloud,spring-cloud-gateway,2.2.0.RELEASE,https://github.com/spring-cloud/spring-cloud-gateway,4510,3313,438,240,215,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,http://cloud.spring.io,17,3075,0,N/A
org.springframework.webflow,spring-webflow,2.4.0.RELEASE,https://github.com/SpringSource/spring-webflow,326,231,430,30,46,0,0,Apache License 2.0,N/A,N/A,N/A,0,N/A,https://spring.io/projects/spring-webflow,2,1376,0,N/A
